"B236","AC. PIRUVICO","No requiere ayuno.","El analista debe identificar la muestra con el nombre completo del paciente. Tomar la muestra de sangre en jeringa para gases arteriales. ENVIAR LA MUESTRA SIN COÁGULOS.","Está disponible en 4 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C (no colocar la jeringa directo al hielo).","la muestra es estable de 2 - 8 °C por 7 días.","JERINGA CON HEPARINA LIOFILIZADA","SANGRE CON HEPARINA DE LITIO","0.5 ml","LUNES A VIERNES : 8.00 am.","BIOQUIMICA"
"I0602","AC. TREPONEMA TOTAL","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible MARTES - JUEVES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","El analito es estable de 2 - 8°C por 14 días.","TUBO ROJO","SUERO","0.2 mL","MARTES Y JUEVES : 12.30 pm. SABADOS : 10 am.","INMUNOLOGIA MANUAL"
"B109","AC. URICO","Salvo situación de emergencia se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible el mismo día a partir de las 5 pm (todos los días).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","El analito es estable de 2 - 8°C por 5 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","TUBO ROJO","SUERO","1 mL","DIARIO : 24 horas.","BIOQUIMICA"
"O306","AC. URICO ORINA 24 HRS","Indicar al paciente no consumir alcohol durante todo el proceso de recolección de la orina. La recolección de la orina de 24 horas se realiza eliminando la primera orina de la mañana del día en que comienza la recolección, luego se recolecta toda la orina emitida durante el día hasta la primera orina de la mañana del día siguiente. NO REFRIGERAR.","El paciente debe llenar los datos en la etiqueta de la galonera: nombre completo, edad, fecha y hora de recolección de la muestra.","Está disponible el mismo día a partir de las 5 pm (todos los días).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra a temperatura ambiente. NO REFRIGERAR.","PROCESAR DE INMEDIATO. El analito es estable con NaOH pH mayor a 8,0 por 4 días a temperatura ambiente.","GALONERA","ORINA 24 HORAS","20 mL. Indicar en el frasco el volumen total de orina de 24 horas.","DIARIO : 24 horas.","BIOQUIMICA"
"O3060","AC. URICO ORINA SIMPLE","Salvo indicación médica, recolecte la primera orina de la mañana. Realice un minucioso aseo genital con agua y jabón (no utilizar desinfectantes). Enjuagarse con abundante agua. Las mujeres, utilizando los dedos lavados, deben separar los labios y exponer el meato para recolectar la orina. Deseche el chorro inicial de orina y recolecte sólo el chorro intermedio. Llene el frasco hasta la mitad, nunca llenarlo hasta el tope. Cierre cuidadosamente el recipiente. NO REFRIGERAR.","El paciente debe llenar los datos en la etiqueta del frasco: nombre completo, edad, fecha y hora de recolección de la muestra.","Está disponible el mismo día a partir de las 5 pm (todos los días).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra a temperatura ambiente. NO REFRIGERAR.","PROCESAR DE INMEDIATO. El analito es estable con NaOH pH mayor a 8,0 por 4 días a temperatura ambiente.","FRASCO ESTERIL","ORINA SIMPLE","20 mL","DIARIO : 24 horas.","BIOQUIMICA"
"O3061","AC. URICO, DEPURACION","Se necesita muestra de sangre y orina de 24 horas. La muestra de sangre se toma el mismo día que deja la orina. Se recomienda 8 horas de ayuno. Solicitar peso y talla del paciente. La recolección de la orina de 24 horas se realiza eliminando la primera orina de la mañana del día en que comienza la recolección, luego se recolecta toda la orina emitida durante el día hasta la primera orina de la mañana del día siguiente. NO REFRIGERAR","El analista debe identificar el tubo con el nombre completo del paciente.Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas. El paciente debe llenar los datos en la etiqueta de la galonera: nombre completo, edad, peso y talla, y fecha y hora de recolección de la muestra.","Está disponible el mismo día a partir de las 5 pm (todos los días).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra a temperatura ambiente. NO REFRIGERAR.","PROCESAR DE INMEDIATO. El analito es estable con NaOH pH mayor a 8,0 por 4 días a temperatura ambiente.","GALONERA + TUBO ROJO","ORINA  24 HORAS + SUERO","20 mL. Indicar en el frasco el volumen total de orina de 24 horas.","DIARIO : 24 horas.","BIOQUIMICA"
"D110","AC. VALPROICO","Salvo situación de emergencia se recomienda 8 horas de ayuno. Si el paciente está con tratamiento médico indicar la dosis del medicamento.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible el mismo día a partir de las 5 pm (no contar domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","El analito es estable a temperatura ambiente por 2 días y de 2 - 8 °C por 7 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","TUBO ROJO","SUERO","1 mL","LUNES A SABADO : 24 horas.","INMUNOLOGIA"
"O288","AC. VANIL MANDELICO (VMA)","No consumir alcohol, cítricos, chocolate, tomates, vainilla, café, té y plátano. Debe evitarlos 1 día antes y  todo el tiempo que dura la recolección porque pueden alterar el resultado. La recolección de la orina de 24 horas se realiza eliminando la primera orina de la mañana del día en que comienza la recolección, luego se recolecta toda la orina emitida durante el día hasta la primera orina de la mañana del día siguiente.","El paciente debe llenar los datos en la etiqueta de la galonera: nombre completo, edad, fecha y hora de recolección de la muestra.","Está disponible MARTES Y JUEVES a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","PROCESAR DE INMEDIATO. El analito es estable de 2 - 8 °C hasta 24 horas. Si se ajusta el pH entre 1 - 2 con Ácido Clorhídrico concentrado (HCl) se puede conservar más tiempo: de 2 - 8 °C por 5 días.","GALONERA","ORINA 24 HORAS","20 mL. Indicar en el frasco el volumen total de orina de 24 horas.","MARTES Y JUEVES : 10 am.","INMUNOLOGIA MANUAL"
"M277","ACAROS","Indicar al paciente lo siguiente: no lavarse la zona afectada, no aplicarse maquillaje y no aplicarse acaricidas 3 dÍas antes del examen.","El analista debe colocar en la etiqueta del frasco: nombre completo, edad, fecha, hora de recolección de la muestra y la zona de donde se tomó la muestra (ejemplo: tarso, ingle, orejas y abdomen). Es preferible tomar la muestra de alguna lesión si la hubiera (ejemplo: pápula, pústula o costras). Realizar un raspado y obtener la muestra en un frasco estéril. Si la muestra no es suficiente aplicar una cinta adhesiva sobre la zona afectada y luego colocarlo sobre una lámina. PROCESAR DE INMEDIATO.","Está disponible el mismo día a partir de las 5 pm (todos los días).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","PROCESAR DE INMEDIATO. La muestra es estable a temperatura ambiente por 6 horas.","FRASCO ESTERIL","RASPADO DE PIEL","Volumen suficiente de muestra para un buen estudio.","DIARIO : 24 horas.","MICROBIOLOGIA"
"D202","ACETAMINOPHEN (PARACETAMOL), DOSAJE","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible en 15 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","La muestra es estable de 2 - 8 °C por 7 días.","TUBO ROJO","SUERO","1 mL","LUNES A VIERNES : 8.00 am.","INMUNOLOGIA"
"A247","ACETIL COLINA RECEPTOR, ANTICUERPOS","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible en 15 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","La muestra es estable de 2 - 8 °C por 7 días.","TUBO ROJO","SUERO","1 mL","LUNES A VIERNES : 8.00 am.","INMUNOLOGIA"
"B1641","ACETONA ORINA SIMPLE","Salvo indicación médica, recolecte la primera orina de la mañana. Realice un minucioso aseo genital con agua y jabón (no utilizar desinfectantes). Enjuagarse con abundante agua. Las mujeres, utilizando los dedos lavados, deben separar los labios y exponer el meato para recolectar la orina. Deseche el chorro inicial de orina y recolecte sólo el chorro intermedio. Llene el frasco hasta la mitad, nunca llenarlo hasta el tope. Cierre cuidadosamente el recipiente.","El paciente debe llenar los datos en la etiqueta del frasco: nombre completo, edad, fecha y hora de recolección de la muestra.","Está disponible en 7 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","la muestra es estable de 2 - 8 °C por 7 días.","FRASCO ESTERIL","ORINA SIMPLE","15 mL","LUNES A VIERNES : 8.00 am.","BIOQUIMICA"
"B164","ACETONA SERICA","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible en 7 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","la muestra es estable de 2 - 8 °C por 7 días.","TUBO ROJO","SUERO","1 mL","LUNES A VIERNES : 8.00 am.","BIOQUIMICA"
"B219","ACIDO DELTA AMINOLEVULENICO","INDICAR AL PACIENTE QUE DEBE CUBRIR LA GALONERA CON BOLSA OSCURA. Debe evitar que la orina se exponga a la luz durante todo el tiempo de recolección. La recolección de la orina de 24 horas se realiza eliminando la primera orina de la mañana del día en que comienza la recolección, luego se recolecta toda la orina emitida durante el día hasta la primera orina de la mañana del día siguiente.","El paciente debe llenar los datos en la etiqueta de la galonera: nombre completo, edad, fecha y hora de recolección de la muestra.","Está disponible en 7 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","La muestra es estable de 2 - 8 °C por 7 días.","GALONERA","ORINA 24 HORAS","20 mL. Indicar en el frasco el volumen total de orina de 24 horas.","MARTES Y JUEVES : 8.00 am.","BIOQUIMICA"
"B241","ACIDOS GRASOS LIBRES","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible en 7 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","La muestra es estable de 2 - 8 °C por 7 días.","TUBO ROJO","SUERO","1 mL","LUNES A VIERNES : 8.00 am.","BIOQUIMICA"
"P183","ACTH, AM (BASAL)","No requiere ayuno. La muestra debe ser tomada a las 8:00 a.m. Si no es posible se puede tomar en el lapso de 7.00 am  a 10.00 am.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre hasta la marca que indica el tubo lila (no microtainer).  CENTRIFUGAR, SEPARAR EL PLASMA DE INMEDIATO Y CONGELAR HASTA SU PROCESO.","Está disponible LUNES - MIERCOLES Y VIERNES a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","LIMA: si no cuenta con centrífuga enviar el tubo lila bajo cadena de frío de 2 - 8 °C (no pegar el tubo lila al hielo). PROVINCIA: CENTRIFUGAR, SEPARAR EL PLASMA DE INMEDIATO Y CONGELAR HASTA SU PROCESO. Enviarlo con abundante hielo.","El analito es estable a temperatura ambiente por 2 horas, si no se procesa en ese tiempo congelar la muestra a -20°C por 1 mes (congelar una sola vez).","TUBO LILA (EDTA)","PLASMA CON EDTA","1 mL (congelado)","LUNES - MIERCOLES Y VIERNES : 24 horas.","INMUNOLOGIA"
"P1831","ACTH, PM","No requiere ayuno. La muestra debe ser tomada a las 4:00 p.m. Si no es posible se puede tomar en el lapso de 4.00 pm a 8.00 pm.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre hasta la marca que indica el tubo lila (no microtainer).  CENTRIFUGAR, SEPARAR EL PLASMA DE INMEDIATO Y CONGELAR HASTA SU PROCESO.","Está disponible LUNES - MIERCOLES Y VIERNES a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","LIMA: si no cuenta con centrífuga enviar el tubo lila bajo cadena de frío de 2 - 8 °C (no pegar el tubo lila al hielo). PROVINCIA: CENTRIFUGAR, SEPARAR EL PLASMA DE INMEDIATO Y CONGELAR HASTA SU PROCESO. Enviarlo con abundante hielo.","El analito es estable a temperatura ambiente por 2 horas, si no se procesa en ese tiempo congelar la muestra a -20°C por 1 mes (congelar una sola vez).","TUBO LILA (EDTA)","PLASMA CON EDTA","1 mL (congelado)","LUNES - MIERCOLES Y VIERNES : 24 horas.","INMUNOLOGIA"
"B1603","ADA L.PERICARDIO","No requiere preparación.","El personal de salud debe llenar los datos del paciente en la etiqueta: nombre completo del paciente, edad, fecha y hora de extracción, y tipo de muestra. Evitar líquidos hemorrágicos. Enviar la muestra de inmediato, caso contrario centrifugar el líquido y separar el sobrenadante.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","SOBRENADANTE: El analito es estable a temperatura ambiente por 1 día y de 2 - 8°C por 6 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","FRASCO ESTERIL","LIQUIDO PERICARDIO","0.2 mL de sobrenadante","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"B1602","ADA L.PLEURAL","No requiere preparación.","El personal de salud debe llenar los datos del paciente en la etiqueta: nombre completo del paciente, edad, fecha y hora de extracción, y tipo de muestra. Evitar líquidos hemorrágicos. Enviar la muestra de inmediato, caso contrario centrifugar el líquido y separar el sobrenadante.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","SOBRENADANTE: El analito es estable a temperatura ambiente por 1 día y de 2 - 8°C por 6 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","FRASCO ESTERIL","LIQUIDO PLEURAL","0.2 mL de sobrenadante","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"B1604","ADA L.SINOVIAL","No requiere preparación.","El personal de salud debe llenar los datos del paciente en la etiqueta: nombre completo del paciente, edad, fecha y hora de extracción, y tipo de muestra. Evitar líquidos hemorrágicos. Enviar la muestra de inmediato, caso contrario centrifugar el líquido y separar el sobrenadante.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","SOBRENADANTE: El analito es estable a temperatura ambiente por 1 día y de 2 - 8°C por 6 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","FRASCO ESTERIL","LIQUIDO SINOVIAL","0.2 mL de sobrenadante","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"B160","ADA LCR","No requiere preparación.","El personal de salud debe llenar los datos del paciente en la etiqueta: nombre completo del paciente, edad, fecha y hora de extracción, y tipo de muestra. Evitar líquidos hemorrágicos. Enviar la muestra de inmediato, caso contrario centrifugar el líquido y separar el sobrenadante.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","SOBRENADANTE: El analito es estable a temperatura ambiente por 1 día y de 2 - 8°C por 6 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","FRASCO ESTERIL","LCR","0.2 mL de sobrenadante","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"B1606","ADA LIQ. ASCITICO - PERITONEAL","No requiere preparación.","El personal de salud debe llenar los datos del paciente en la etiqueta: nombre completo del paciente, edad, fecha y hora de extracción, y tipo de muestra. Evitar líquidos hemorrágicos. Enviar la muestra de inmediato, caso contrario centrifugar el líquido y separar el sobrenadante.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","SOBRENADANTE: El analito es estable a temperatura ambiente por 1 día y de 2 - 8°C por 6 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","FRASCO ESTERIL","LIQUIDO ASCITICO","0.2 mL de sobrenadante","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"B1605","ADA LÍQUIDOS","No requiere preparación.","El personal de salud debe llenar los datos del paciente en la etiqueta: nombre completo del paciente, edad, fecha y hora de extracción, y tipo de muestra. Evitar líquidos hemorrágicos. Enviar la muestra de inmediato, caso contrario centrifugar el líquido y separar el sobrenadante.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","SOBRENADANTE: El analito es estable a temperatura ambiente por 1 día y de 2 - 8°C por 6 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","FRASCO ESTERIL","LIQUIDOS CORPORALES","0.2 mL de sobrenadante","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"B168","ADA SERICO","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible LUNES - MIERCOLES - VIERNES Y SABADOS a partir de las 5.30 pm.","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","El analito es estable de 2 - 8°C por 5 días, si no se procesa en ese tiempo congelar la muestra a -20°C.","TUBO ROJO","SUERO","0.2 mL","LUNES - MIERCOLES - VIERNES Y SABADOS : 12.30 pm.","INMUNOLOGIA MANUAL"
"V205","ADENOVIRUS, ANTICUERPOS","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible en 7 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","La muestra es estable de 2 - 8 °C por 7 días.","TUBO ROJO","SUERO","1 mL","LUNES A VIERNES : 8.00 am.","INMUNOLOGIA"
"A284","ADRENALES, AUTOANTICUERPOS","Se recomienda 8 horas de ayuno.","El analista debe identificar el tubo con el nombre completo del paciente. Tomar la muestra de sangre, dejar coagular 30 minutos y centrifugar antes de las 2 horas.","Está disponible en 7 días a partir de las 5 pm (no contar sábados, domingos y feriados).","Se reciben muestras de forma diaria las 24 horas del día.","Transportar la muestra bajo cadena de frío : de 2 - 8 °C.","La muestra es estable de 2 - 8 °C por 7 días.","TUBO ROJO","SUERO","1 mL","LUNES - MIERCOLES Y VIERNES : 8.00 am.","INMUNOLOGIA"
